original_path,original_name,new_id,ground_truth
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000049_Socket_count_2.jpg,000049_Socket_count_2.jpg,c13b668452.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000049_Socket_count_7.jpg,000049_Socket_count_7.jpg,c06079cf1d.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000049_Socket_count_6.jpg,000049_Socket_count_6.jpg,0a58b97ec8.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000049_Socket_count_1.jpg,000049_Socket_count_1.jpg,912da8e477.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000049_Socket_count_4.jpg,000049_Socket_count_4.jpg,bb47c75321.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000049_Socket_count_3.jpg,000049_Socket_count_3.jpg,c573289589.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000067_Socket_count_10.jpg,000067_Socket_count_10.jpg,ab9b42e413.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Socket/000067_Socket_count_9.jpg,000067_Socket_count_9.jpg,cf29e003e9.jpg,Socket
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_5.jpg,000301_Forks_count_5.jpg,25a6a5190a.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_8.jpg,000301_Forks_count_8.jpg,b328c3089e.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_6.jpg,000301_Forks_count_6.jpg,7cd68ed97b.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_10.jpg,000301_Forks_count_10.jpg,26bd049cc4.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_7.jpg,000301_Forks_count_7.jpg,47d9c107e0.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_1.jpg,000301_Forks_count_1.jpg,280b74b492.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_2.jpg,000301_Forks_count_2.jpg,1c0edf0d60.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_3.jpg,000301_Forks_count_3.jpg,a13c08dd5d.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_9.jpg,000301_Forks_count_9.jpg,f674c2df82.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Forks/000301_Forks_count_4.jpg,000301_Forks_count_4.jpg,7ebc5a016d.jpg,Forks
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/000070_Ginger Tea_count_1.jpg,000070_Ginger Tea_count_1.jpg,ada20b887e.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/001552_Ginger Tea_count_7.jpg,001552_Ginger Tea_count_7.jpg,418ea426ba.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/005897_Ginger Tea_count_9.jpg,005897_Ginger Tea_count_9.jpg,b4e790468e.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/000070_Ginger Tea_count_4.jpg,000070_Ginger Tea_count_4.jpg,8bce90d528.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/010808_Ginger Tea_count_10.jpg,010808_Ginger Tea_count_10.jpg,2fc7005f4c.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/000070_Ginger Tea_count_3.jpg,000070_Ginger Tea_count_3.jpg,98e4708c58.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/001552_Ginger Tea_count_6.jpg,001552_Ginger Tea_count_6.jpg,0c10954f90.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/000070_Ginger Tea_count_2.jpg,000070_Ginger Tea_count_2.jpg,c256cd000e.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/005897_Ginger Tea_count_8.jpg,005897_Ginger Tea_count_8.jpg,0500aa0ec4.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Ginger Tea/001552_Ginger Tea_count_5.jpg,001552_Ginger Tea_count_5.jpg,8bd4fc114b.jpg,Ginger Tea
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/001050_Electric frying pan_count_9.jpg,001050_Electric frying pan_count_9.jpg,39a25cc3ac.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/001007_Electric frying pan_count_7.jpg,001007_Electric frying pan_count_7.jpg,1ca5a7735e.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/001007_Electric frying pan_count_8.jpg,001007_Electric frying pan_count_8.jpg,3cee983e9c.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/001050_Electric frying pan_count_10.jpg,001050_Electric frying pan_count_10.jpg,4a4de5e1ad.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/000323_Electric frying pan_count_1.jpg,000323_Electric frying pan_count_1.jpg,5c4980b5d4.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/000323_Electric frying pan_count_3.jpg,000323_Electric frying pan_count_3.jpg,f8c6d82d13.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/000359_Electric frying pan_count_5.jpg,000359_Electric frying pan_count_5.jpg,bd40f0fc83.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/000359_Electric frying pan_count_4.jpg,000359_Electric frying pan_count_4.jpg,aaf94e7252.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/000769_Electric frying pan_count_6.jpg,000769_Electric frying pan_count_6.jpg,aa0ce9a78b.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric frying pan/000323_Electric frying pan_count_2.jpg,000323_Electric frying pan_count_2.jpg,3eacee0457.jpg,Electric frying pan
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_2.jpg,000023_Pen_count_2.jpg,92337e3591.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_4.jpg,000023_Pen_count_4.jpg,ec3b1c14fa.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_7.jpg,000023_Pen_count_7.jpg,c9bffc8db1.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_8.jpg,000023_Pen_count_8.jpg,f1c7241481.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_10.jpg,000023_Pen_count_10.jpg,84c153fb01.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_3.jpg,000023_Pen_count_3.jpg,4295461530.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_5.jpg,000023_Pen_count_5.jpg,862657ad67.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_6.jpg,000023_Pen_count_6.jpg,1328841968.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_1.jpg,000023_Pen_count_1.jpg,2ad5642f38.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Pen/000023_Pen_count_9.jpg,000023_Pen_count_9.jpg,b9e0b3f85c.jpg,Pen
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_3.jpg,000011_Bowl_count_3.jpg,565375c137.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_6.jpg,000011_Bowl_count_6.jpg,5d25a98cc6.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_8.jpg,000011_Bowl_count_8.jpg,f0f8b06f5f.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_5.jpg,000011_Bowl_count_5.jpg,8cb21aeef9.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_4.jpg,000011_Bowl_count_4.jpg,eb7faf445e.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_1.jpg,000011_Bowl_count_1.jpg,16962edbd0.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_10.jpg,000011_Bowl_count_10.jpg,e3e32d3e73.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_2.jpg,000011_Bowl_count_2.jpg,7df440e3b7.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_9.jpg,000011_Bowl_count_9.jpg,7d3d9171f5.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Bowl/000011_Bowl_count_7.jpg,000011_Bowl_count_7.jpg,b8ea808656.jpg,Bowl
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_6.jpg,000171_Mixed congee_count_6.jpg,3f09a1b929.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_9.jpg,000171_Mixed congee_count_9.jpg,7bae32020e.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_4.jpg,000171_Mixed congee_count_4.jpg,044e816aa8.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_10.jpg,000171_Mixed congee_count_10.jpg,73bbd47bac.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_2.jpg,000171_Mixed congee_count_2.jpg,d2d568627a.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_8.jpg,000171_Mixed congee_count_8.jpg,91eba4b84f.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_1.jpg,000171_Mixed congee_count_1.jpg,30fdc687ad.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_7.jpg,000171_Mixed congee_count_7.jpg,cff793e0ab.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_3.jpg,000171_Mixed congee_count_3.jpg,71481ad1f4.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Mixed congee/000171_Mixed congee_count_5.jpg,000171_Mixed congee_count_5.jpg,beb7a7a86f.jpg,Mixed congee
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_2.jpg,000043_Sauce_count_2.jpg,1f58c3104d.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_9.jpg,000043_Sauce_count_9.jpg,8a0ab347dd.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_10.jpg,000043_Sauce_count_10.jpg,f0efe32341.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_3.jpg,000043_Sauce_count_3.jpg,639def1684.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_5.jpg,000043_Sauce_count_5.jpg,2d1e77bc6d.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_8.jpg,000043_Sauce_count_8.jpg,bae23fd1ef.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_1.jpg,000043_Sauce_count_1.jpg,8320c06e80.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_6.jpg,000043_Sauce_count_6.jpg,c53aef265d.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_4.jpg,000043_Sauce_count_4.jpg,bae94c9035.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Sauce/000043_Sauce_count_7.jpg,000043_Sauce_count_7.jpg,ec8fa764be.jpg,Sauce
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_8.jpg,000087_Skin care set_count_8.jpg,7c1d292593.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_10.jpg,000087_Skin care set_count_10.jpg,41e6dae5f8.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_9.jpg,000087_Skin care set_count_9.jpg,495c7a8ea9.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_4.jpg,000087_Skin care set_count_4.jpg,0fa68479a3.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_3.jpg,000087_Skin care set_count_3.jpg,fab3fdf95e.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_5.jpg,000087_Skin care set_count_5.jpg,bed53a0ddc.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_6.jpg,000087_Skin care set_count_6.jpg,a30f246fd3.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_1.jpg,000087_Skin care set_count_1.jpg,e5259110a5.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_2.jpg,000087_Skin care set_count_2.jpg,abd288a6ea.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Skin care set/000087_Skin care set_count_7.jpg,000087_Skin care set_count_7.jpg,3516e9bf05.jpg,Skin care set
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_3.jpg,000059_Baby tableware_count_3.jpg,aec4db2658.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_9.jpg,000059_Baby tableware_count_9.jpg,e35374b2a9.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_4.jpg,000059_Baby tableware_count_4.jpg,6872b4b959.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_1.jpg,000059_Baby tableware_count_1.jpg,b573219d60.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_10.jpg,000059_Baby tableware_count_10.jpg,69143ffb9f.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_5.jpg,000059_Baby tableware_count_5.jpg,953618ed20.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_8.jpg,000059_Baby tableware_count_8.jpg,362be047e1.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_6.jpg,000059_Baby tableware_count_6.jpg,bf7f601d9d.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_7.jpg,000059_Baby tableware_count_7.jpg,268e0376f2.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Baby tableware/000059_Baby tableware_count_2.jpg,000059_Baby tableware_count_2.jpg,c4c034cae0.jpg,Baby tableware
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_8.jpg,000001_Trousers_count_8.jpg,98c708cfed.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000007_Trousers_count_10.jpg,000007_Trousers_count_10.jpg,7b040e34a9.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_6.jpg,000001_Trousers_count_6.jpg,ee91636704.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_5.jpg,000001_Trousers_count_5.jpg,c2d55111e0.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_4.jpg,000001_Trousers_count_4.jpg,125506799e.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_7.jpg,000001_Trousers_count_7.jpg,a39f727ddc.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000004_Trousers_count_9.jpg,000004_Trousers_count_9.jpg,b11d40647b.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_3.jpg,000001_Trousers_count_3.jpg,e968ad8c6f.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_2.jpg,000001_Trousers_count_2.jpg,921b28af7a.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Trousers/000001_Trousers_count_1.jpg,000001_Trousers_count_1.jpg,6ac9948add.jpg,Trousers
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_4.jpg,000480_Coat hanger_count_4.jpg,cc8176885f.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/001406_Coat hanger_count_9.jpg,001406_Coat hanger_count_9.jpg,841eacb7e2.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_1.jpg,000480_Coat hanger_count_1.jpg,8bb8f7faa8.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_7.jpg,000480_Coat hanger_count_7.jpg,816ac90f44.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_3.jpg,000480_Coat hanger_count_3.jpg,6f87445ae2.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_6.jpg,000480_Coat hanger_count_6.jpg,5f01b4598f.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_2.jpg,000480_Coat hanger_count_2.jpg,1ffa462655.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_8.jpg,000480_Coat hanger_count_8.jpg,8b46603f57.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/001406_Coat hanger_count_10.jpg,001406_Coat hanger_count_10.jpg,01905339f0.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Coat hanger/000480_Coat hanger_count_5.jpg,000480_Coat hanger_count_5.jpg,3e51848d71.jpg,Coat hanger
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_5.jpg,000014_Carbonated drinks_count_5.jpg,ecd0f4b7fb.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_10.jpg,000014_Carbonated drinks_count_10.jpg,a56e17a7d0.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_7.jpg,000014_Carbonated drinks_count_7.jpg,e97611c5bc.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_4.jpg,000014_Carbonated drinks_count_4.jpg,f80453a12c.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_6.jpg,000014_Carbonated drinks_count_6.jpg,33f2d11cf4.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_1.jpg,000014_Carbonated drinks_count_1.jpg,05fdfa8fce.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_9.jpg,000014_Carbonated drinks_count_9.jpg,a85d77226c.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_2.jpg,000014_Carbonated drinks_count_2.jpg,529a42e135.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_3.jpg,000014_Carbonated drinks_count_3.jpg,097907b0f8.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Carbonated drinks/000014_Carbonated drinks_count_8.jpg,000014_Carbonated drinks_count_8.jpg,b69075cd46.jpg,Carbonated drinks
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001094_Juicer_count_1.jpg,001094_Juicer_count_1.jpg,37cd5a4a83.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001646_Juicer_count_9.jpg,001646_Juicer_count_9.jpg,864c163b4c.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001778_Juicer_count_10.jpg,001778_Juicer_count_10.jpg,f8aea4f675.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001094_Juicer_count_4.jpg,001094_Juicer_count_4.jpg,35473f0dc2.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001642_Juicer_count_5.jpg,001642_Juicer_count_5.jpg,649ceab87d.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001646_Juicer_count_7.jpg,001646_Juicer_count_7.jpg,adc459faef.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001646_Juicer_count_8.jpg,001646_Juicer_count_8.jpg,c0bd4c6016.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001642_Juicer_count_6.jpg,001642_Juicer_count_6.jpg,24f5d47310.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001094_Juicer_count_2.jpg,001094_Juicer_count_2.jpg,0ba22d0d51.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Juicer/001094_Juicer_count_3.jpg,001094_Juicer_count_3.jpg,9cf95e249f.jpg,Juicer
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_2.jpg,000091_Rise_count_2.jpg,ed44d1b56b.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_7.jpg,000091_Rise_count_7.jpg,2269ae81c3.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_6.jpg,000091_Rise_count_6.jpg,0d3717d9f9.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_5.jpg,000091_Rise_count_5.jpg,8ac5c4e139.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_3.jpg,000091_Rise_count_3.jpg,1d86e1b6e9.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_8.jpg,000091_Rise_count_8.jpg,b1c8692f51.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_9.jpg,000091_Rise_count_9.jpg,948baf6002.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_10.jpg,000091_Rise_count_10.jpg,703053050d.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_1.jpg,000091_Rise_count_1.jpg,b27a4163bc.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Rise/000091_Rise_count_4.jpg,000091_Rise_count_4.jpg,dc23db72f5.jpg,Rise
/home/betty/datasets/locount_class_samples/locount_class_samples/Children Socks/001968_Children Socks_count_8.jpg,001968_Children Socks_count_8.jpg,27b8980ca3.jpg,Children Socks
/home/betty/datasets/locount_class_samples/locount_class_samples/Children Socks/001968_Children Socks_count_7.jpg,001968_Children Socks_count_7.jpg,eabc51375a.jpg,Children Socks
/home/betty/datasets/locount_class_samples/locount_class_samples/Children Socks/003320_Children Socks_count_10.jpg,003320_Children Socks_count_10.jpg,f80dbe971d.jpg,Children Socks
/home/betty/datasets/locount_class_samples/locount_class_samples/Children Socks/001968_Children Socks_count_9.jpg,001968_Children Socks_count_9.jpg,fad9bb35ad.jpg,Children Socks
/home/betty/datasets/locount_class_samples/locount_class_samples/Children Socks/001968_Children Socks_count_6.jpg,001968_Children Socks_count_6.jpg,ba63a745fd.jpg,Children Socks
